#-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#     01          02          03          04          05          06          07          08          09          10          11          12          13          14          15
#
#     Y           U           V           W           T           UU          VV          WW          UV          UW          VW          TT          UT          VT          WT
#
#                            ZERO        ZERO                                                                    ZERO        ZERO                                            ZERO
#-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  5.6491E-02  3.6461E-01 -3.3319E-06 -3.1332E-04  6.9677E-01  1.1197E-02  1.4542E-04  1.1525E-03 -6.3313E-04 -3.6670E-05  5.4584E-07  1.0578E-02 -1.0274E-02  6.0039E-04  3.0022E-05
  6.4471E-02  3.9793E-01 -5.4596E-06 -3.1181E-04  6.6528E-01  1.1974E-02  1.9529E-04  1.2810E-03 -7.5930E-04 -4.1467E-05  9.8578E-07  1.1952E-02 -1.1245E-02  7.4551E-04  3.6170E-05
  7.3036E-02  4.2874E-01 -8.3243E-06 -2.9390E-04  6.3516E-01  1.2395E-02  2.5401E-04  1.4026E-03 -8.7684E-04 -4.6661E-05  1.5087E-06  1.3102E-02 -1.1911E-02  8.9095E-04  4.2794E-05
  8.2223E-02  4.5684E-01 -1.1778E-05 -2.5973E-04  6.0673E-01  1.2488E-02  3.2139E-04  1.5143E-03 -9.8151E-04 -5.2083E-05  1.9672E-06  1.3996E-02 -1.2271E-02  1.0311E-03  4.9619E-05
  9.2072E-02  4.8222E-01 -1.5406E-05 -2.1218E-04  5.8017E-01  1.2300E-02  3.9677E-04  1.6141E-03 -1.0709E-03 -5.7038E-05  2.2639E-06  1.4625E-02 -1.2349E-02  1.1615E-03  5.5846E-05
  1.0262E-01  5.0497E-01 -1.8630E-05 -1.5445E-04  5.5558E-01  1.1891E-02  4.7906E-04  1.7011E-03 -1.1441E-03 -6.0328E-05  2.4012E-06  1.5007E-02 -1.2185E-02  1.2792E-03  6.0192E-05
  1.1391E-01  5.2528E-01 -2.0961E-05 -8.8888E-05  5.3293E-01  1.1327E-02  5.6664E-04  1.7762E-03 -1.2014E-03 -6.0417E-05  2.4097E-06  1.5174E-02 -1.1835E-02  1.3828E-03  6.1202E-05
  1.2598E-01  5.4338E-01 -2.2249E-05 -1.7788E-05  5.1210E-01  1.0668E-02  6.5736E-04  1.8406E-03 -1.2440E-03 -5.6076E-05  2.3280E-06  1.5167E-02 -1.1354E-02  1.4716E-03  5.7652E-05
  1.3888E-01  5.5953E-01 -2.2590E-05  5.4800E-05  4.9296E-01  9.9652E-03  7.4871E-04  1.8955E-03 -1.2731E-03 -4.7367E-05  2.2133E-06  1.5031E-02 -1.0791E-02  1.5461E-03  4.9307E-05
  1.5265E-01  5.7402E-01 -2.1835E-05  1.2195E-04  4.7529E-01  9.2522E-03  8.3799E-04  1.9423E-03 -1.2899E-03 -3.6787E-05  2.1815E-06  1.4807E-02 -1.0187E-02  1.6071E-03  3.8394E-05
  1.6733E-01  5.8712E-01 -1.9539E-05  1.7837E-04  4.5887E-01  8.5531E-03  9.2253E-04  1.9811E-03 -1.2958E-03 -2.8442E-05  2.3586E-06  1.4528E-02 -9.5692E-03  1.6558E-03  2.8674E-05
  1.8296E-01  5.9908E-01 -1.5764E-05  2.2543E-04  4.4347E-01  7.8847E-03  9.9999E-04  2.0110E-03 -1.2925E-03 -2.4005E-05  2.6865E-06  1.4221E-02 -8.9594E-03  1.6935E-03  2.2179E-05
  1.9959E-01  6.1011E-01 -1.1250E-05  2.7077E-04  4.2888E-01  7.2557E-03  1.0685E-03  2.0319E-03 -1.2818E-03 -2.2931E-05  2.8398E-06  1.3911E-02 -8.3712E-03  1.7222E-03  2.0129E-05
  2.1726E-01  6.2038E-01 -6.6944E-06  3.2192E-04  4.1487E-01  6.6698E-03  1.1263E-03  2.0457E-03 -1.2650E-03 -2.4922E-05  2.5416E-06  1.3613E-02 -7.8127E-03  1.7439E-03  2.1752E-05
  2.3601E-01  6.3006E-01 -2.4989E-06  3.6843E-04  4.0130E-01  6.1374E-03  1.1724E-03  2.0508E-03 -1.2432E-03 -2.5919E-05  1.4845E-06  1.3340E-02 -7.2920E-03  1.7606E-03  2.0410E-05
  2.5587E-01  6.3925E-01  1.3597E-06  3.7890E-04  3.8804E-01  5.6624E-03  1.2060E-03  2.0441E-03 -1.2171E-03 -2.1844E-05 -3.7494E-07  1.3105E-02 -6.8157E-03  1.7740E-03  1.0636E-05
  2.7688E-01  6.4807E-01  4.8872E-06  3.5059E-04  3.7496E-01  5.2391E-03  1.2266E-03  2.0218E-03 -1.1873E-03 -1.8675E-05 -1.9609E-06  1.2925E-02 -6.3879E-03  1.7851E-03 -2.4304E-06
  2.9908E-01  6.5659E-01  8.0998E-06  2.9944E-04  3.6200E-01  4.8626E-03  1.2349E-03  1.9845E-03 -1.1548E-03 -1.7784E-05 -3.0848E-06  1.2822E-02 -6.0138E-03  1.7956E-03 -1.4987E-05
  3.2248E-01  6.6486E-01  1.1448E-05  2.2094E-04  3.4909E-01  4.5249E-03  1.2317E-03  1.9400E-03 -1.1192E-03 -1.7193E-05 -3.8224E-06  1.2797E-02 -5.6859E-03  1.8051E-03 -2.8245E-05
  3.4711E-01  6.7293E-01  1.4930E-05  1.0757E-04  3.3612E-01  4.2221E-03  1.2182E-03  1.8890E-03 -1.0797E-03 -1.2858E-05 -4.3577E-06  1.2827E-02 -5.3914E-03  1.8124E-03 -4.4094E-05
  3.7299E-01  6.8090E-01  1.8412E-05 -4.6055E-05  3.2296E-01  3.9429E-03  1.1959E-03  1.8260E-03 -1.0368E-03 -4.1610E-06 -4.8245E-06  1.2910E-02 -5.1223E-03  1.8176E-03 -5.7604E-05
  4.0013E-01  6.8882E-01  2.1386E-05 -2.1791E-04  3.0951E-01  3.6752E-03  1.1674E-03  1.7511E-03 -9.9074E-04  1.7221E-06 -4.8017E-06  1.3079E-02 -4.8754E-03  1.8220E-03 -6.0302E-05
  4.2853E-01  6.9670E-01  2.2281E-05 -3.5966E-04  2.9573E-01  3.4289E-03  1.1351E-03  1.6695E-03 -9.4320E-04  1.6724E-06 -3.5366E-06  1.3378E-02 -4.6642E-03  1.8280E-03 -5.1557E-05
  4.5818E-01  7.0446E-01  2.0644E-05 -4.6079E-04  2.8163E-01  3.2053E-03  1.0999E-03  1.5829E-03 -8.9544E-04 -2.0209E-06 -1.9293E-06  1.3783E-02 -4.4853E-03  1.8356E-03 -3.5548E-05
  4.8907E-01  7.1212E-01  1.7802E-05 -5.4535E-04  2.6715E-01  2.9934E-03  1.0616E-03  1.4930E-03 -8.4618E-04 -8.2469E-06 -4.1175E-07  1.4255E-02 -4.3169E-03  1.8412E-03 -1.6412E-05
  5.2118E-01  7.1967E-01  1.5181E-05 -6.2141E-04  2.5213E-01  2.7853E-03  1.0201E-03  1.4003E-03 -7.9463E-04 -1.2108E-05  1.2065E-06  1.4806E-02 -4.1487E-03  1.8445E-03 -2.4968E-06
  5.5447E-01  7.2710E-01  1.3983E-05 -6.7956E-04  2.3655E-01  2.5805E-03  9.7674E-04  1.3077E-03 -7.4007E-04 -1.2604E-05  2.3472E-06  1.5496E-02 -3.9814E-03  1.8479E-03 -4.7437E-07
  5.8890E-01  7.3434E-01  1.4577E-05 -7.3080E-04  2.2034E-01  2.3786E-03  9.3347E-04  1.2147E-03 -6.8178E-04 -1.0488E-05  2.7946E-06  1.6326E-02 -3.8039E-03  1.8510E-03 -8.9379E-06
  6.2442E-01  7.4132E-01  1.5729E-05 -7.7640E-04  2.0341E-01  2.1832E-03  8.9148E-04  1.1248E-03 -6.2139E-04 -4.6478E-06  3.1360E-06  1.7264E-02 -3.6103E-03  1.8523E-03 -1.8920E-05
  6.6096E-01  7.4794E-01  1.5600E-05 -7.7352E-04  1.8577E-01  1.9984E-03  8.5092E-04  1.0401E-03 -5.6066E-04 -8.0089E-08  3.9438E-06  1.8293E-02 -3.4055E-03  1.8516E-03 -2.4080E-05
  6.9846E-01  7.5411E-01  1.3554E-05 -7.3526E-04  1.6733E-01  1.8274E-03  8.1167E-04  9.6271E-04 -5.0019E-04  1.8789E-06  4.8568E-06  1.9395E-02 -3.1858E-03  1.8480E-03 -2.5378E-05
  7.3681E-01  7.5977E-01  1.1415E-05 -6.9664E-04  1.4792E-01  1.6702E-03  7.7433E-04  8.9431E-04 -4.3831E-04  2.7884E-06  5.2086E-06  2.0540E-02 -2.9321E-03  1.8408E-03 -2.4908E-05
  7.7594E-01  7.6485E-01  1.1128E-05 -6.4351E-04  1.2737E-01  1.5221E-03  7.4055E-04  8.3150E-04 -3.7315E-04 -7.5971E-07  5.1563E-06  2.1680E-02 -2.6258E-03  1.8323E-03 -2.1062E-05
  8.1574E-01  7.6929E-01  1.2397E-05 -5.8146E-04  1.0578E-01  1.3876E-03  7.1188E-04  7.7278E-04 -3.0652E-04 -4.0946E-06  4.6729E-06  2.2816E-02 -2.2599E-03  1.8273E-03 -1.2455E-05
  8.5609E-01  7.7295E-01  1.4314E-05 -5.1539E-04  8.3369E-02  1.2727E-03  6.8870E-04  7.2163E-04 -2.3894E-04 -3.7386E-06  3.9793E-06  2.3893E-02 -1.8295E-03  1.8243E-03 -2.6456E-06
  8.9689E-01  7.7581E-01  1.6032E-05 -4.4253E-04  6.0173E-02  1.1812E-03  6.7097E-04  6.8220E-04 -1.7042E-04 -4.4560E-06  3.7937E-06  2.4781E-02 -1.3404E-03  1.8165E-03  1.1985E-05
  9.3800E-01  7.7778E-01  1.6835E-05 -3.8649E-04  3.6284E-02  1.1187E-03  6.5895E-04  6.5523E-04 -1.0260E-04 -5.2120E-06  3.8719E-06  2.5349E-02 -8.1590E-04  1.8036E-03  2.3554E-05
  9.7931E-01  7.7878E-01  1.7381E-05 -3.4837E-04  1.2046E-02  1.0865E-03  6.5317E-04  6.4122E-04 -3.4836E-05 -4.6829E-06  3.7425E-06  2.5630E-02 -2.6681E-04  1.7952E-03  2.3984E-05
  1.0207E+00  7.7875E-01  1.8433E-05 -3.0312E-04 -1.2027E-02  1.0895E-03  6.5370E-04  6.4092E-04  3.3642E-05 -2.7844E-06  3.1900E-06  2.5664E-02  3.0247E-04  1.7962E-03  1.6113E-05
  1.0620E+00  7.7773E-01  1.9372E-05 -2.4864E-04 -3.5676E-02  1.1304E-03  6.6005E-04  6.5388E-04  1.0185E-04 -1.0640E-06  2.3942E-06  2.5385E-02  8.6320E-04  1.8020E-03  7.3296E-06
  1.1031E+00  7.7575E-01  1.9938E-05 -1.8067E-04 -5.8849E-02  1.2031E-03  6.7152E-04  6.7827E-04  1.6933E-04  5.7457E-07  2.0564E-06  2.4835E-02  1.3911E-03  1.8094E-03  6.6457E-06
  1.1439E+00  7.7285E-01  2.1189E-05 -1.1326E-04 -8.1467E-02  1.3072E-03  6.8764E-04  7.1392E-04  2.3718E-04  3.0203E-06  1.9818E-06  2.4084E-02  1.8786E-03  1.8169E-03  1.3894E-05
  1.1843E+00  7.6913E-01  2.3980E-05 -7.5733E-05 -1.0349E-01  1.4373E-03  7.0860E-04  7.6161E-04  3.0582E-04  6.1834E-06  2.0601E-06  2.3175E-02  2.3268E-03  1.8230E-03  2.5185E-05
  1.2241E+00  7.6470E-01  2.7870E-05 -8.6982E-05 -1.2475E-01  1.5879E-03  7.3503E-04  8.2110E-04  3.7465E-04  9.3928E-06  2.2105E-06  2.2100E-02  2.7278E-03  1.8273E-03  3.3896E-05
  1.2632E+00  7.5965E-01  3.1336E-05 -1.3553E-04 -1.4504E-01  1.7505E-03  7.6777E-04  8.8535E-04  4.4210E-04  1.2758E-05  2.4712E-06  2.0923E-02  3.0549E-03  1.8312E-03  4.0906E-05
  1.3015E+00  7.5408E-01  3.3765E-05 -1.8098E-04 -1.6434E-01  1.9171E-03  8.0637E-04  9.5286E-04  5.0690E-04  1.5580E-05  3.6623E-06  1.9752E-02  3.3092E-03  1.8360E-03  4.6440E-05
  1.3390E+00  7.4805E-01  3.5892E-05 -2.1541E-04 -1.8281E-01  2.0889E-03  8.4852E-04  1.0277E-03  5.7106E-04  1.7774E-05  5.3285E-06  1.8654E-02  3.5274E-03  1.8427E-03  5.2170E-05
  1.3756E+00  7.4168E-01  3.7485E-05 -2.2017E-04 -2.0047E-01  2.2663E-03  8.9150E-04  1.1118E-03  6.3405E-04  2.1223E-05  7.6356E-06  1.7651E-02  3.7254E-03  1.8497E-03  6.0368E-05
  1.4111E+00  7.3506E-01  3.8543E-05 -1.2887E-04 -2.1729E-01  2.4495E-03  9.3423E-04  1.2039E-03  6.9456E-04  2.2779E-05  8.6958E-06  1.6743E-02  3.9036E-03  1.8538E-03  6.2275E-05
  1.4455E+00  7.2818E-01  4.0389E-05  5.2467E-05 -2.3338E-01  2.6406E-03  9.7699E-04  1.2915E-03  7.5396E-04  1.8553E-05  7.4633E-06  1.5922E-02  4.0679E-03  1.8540E-03  5.0916E-05
  1.4788E+00  7.2102E-01  4.3122E-05  2.1890E-04 -2.4889E-01  2.8375E-03  1.0194E-03  1.3741E-03  8.1174E-04  7.5592E-06  4.6402E-06  1.5207E-02  4.2242E-03  1.8534E-03  3.0953E-05
  1.5109E+00  7.1362E-01  4.5538E-05  2.9260E-04 -2.6385E-01  3.0410E-03  1.0605E-03  1.4604E-03  8.6726E-04  5.5585E-07  2.6647E-06  1.4631E-02  4.3856E-03  1.8536E-03  1.5037E-05
  1.5418E+00  7.0607E-01  4.6561E-05  3.4640E-04 -2.7827E-01  3.2533E-03  1.1000E-03  1.5477E-03  9.2022E-04  1.2926E-06  1.9172E-06  1.4155E-02  4.5535E-03  1.8512E-03  4.6067E-06
  1.5715E+00  6.9841E-01  4.6194E-05  4.5512E-04 -2.9236E-01  3.4754E-03  1.1369E-03  1.6298E-03  9.6924E-04  2.3130E-07  1.2774E-06  1.3760E-02  4.7319E-03  1.8467E-03 -9.0510E-06
  1.5999E+00  6.9057E-01  4.5196E-05  5.8002E-04 -3.0622E-01  3.7146E-03  1.1693E-03  1.7103E-03  1.0149E-03 -2.9829E-06  1.0165E-06  1.3461E-02  4.9357E-03  1.8429E-03 -2.2647E-05
  1.6270E+00  6.8255E-01  4.3827E-05  6.8342E-04 -3.1985E-01  3.9751E-03  1.1960E-03  1.7884E-03  1.0578E-03 -6.1603E-06 -2.5210E-07  1.3258E-02  5.1686E-03  1.8391E-03 -3.0731E-05
  1.6529E+00  6.7439E-01  4.2194E-05  7.4826E-04 -3.3320E-01  4.2550E-03  1.2162E-03  1.8565E-03  1.0977E-03 -6.6858E-06 -2.7673E-06  1.3142E-02  5.4294E-03  1.8353E-03 -2.9773E-05
  1.6775E+00  6.6611E-01  4.0319E-05  7.5164E-04 -3.4631E-01  4.5569E-03  1.2282E-03  1.9142E-03  1.1350E-03 -5.1480E-06 -5.1446E-06  1.3093E-02  5.7180E-03  1.8300E-03 -2.1308E-05
  1.7009E+00  6.5770E-01  3.8586E-05  7.0139E-04 -3.5933E-01  4.8797E-03  1.2306E-03  1.9635E-03  1.1689E-03 -5.4084E-06 -5.9379E-06  1.3097E-02  6.0292E-03  1.8218E-03 -1.2925E-05
  1.7231E+00  6.4908E-01  3.8313E-05  6.2591E-04 -3.7237E-01  5.2386E-03  1.2221E-03  2.0038E-03  1.2002E-03 -7.2850E-06 -5.3656E-06  1.3160E-02  6.3752E-03  1.8106E-03 -8.0426E-06
  1.7441E+00  6.4014E-01  4.0132E-05  5.5121E-04 -3.8553E-01  5.6434E-03  1.2018E-03  2.0357E-03  1.2289E-03 -6.0295E-06 -3.4789E-06  1.3292E-02  6.7714E-03  1.7964E-03 -3.3559E-06
  1.7640E+00  6.3081E-01  4.3144E-05  5.0920E-04 -3.9889E-01  6.0993E-03  1.1694E-03  2.0566E-03  1.2542E-03 -1.3570E-06 -5.7705E-07  1.3483E-02  7.2202E-03  1.7782E-03  1.8310E-06
  1.7827E+00  6.2100E-01  4.5966E-05  5.0541E-04 -4.1258E-01  6.6039E-03  1.1248E-03  2.0630E-03  1.2749E-03  2.5743E-06  2.2903E-06  1.3712E-02  7.7119E-03  1.7552E-03  6.3724E-06
  1.8004E+00  6.1058E-01  4.7736E-05  5.1877E-04 -4.2679E-01  7.1526E-03  1.0683E-03  2.0583E-03  1.2903E-03  6.2760E-06  4.5793E-06  1.3959E-02  8.2374E-03  1.7262E-03  1.3052E-05
  1.8170E+00  5.9939E-01  4.7900E-05  5.3252E-04 -4.4169E-01  7.7482E-03  1.0010E-03  2.0448E-03  1.2990E-03  1.1882E-05  6.3215E-06  1.4213E-02  8.7946E-03  1.6904E-03  2.2210E-05
  1.8327E+00  5.8723E-01  4.5976E-05  5.3459E-04 -4.5750E-01  8.3896E-03  9.2465E-04  2.0246E-03  1.2991E-03  1.6210E-05  7.4414E-06  1.4465E-02  9.3784E-03  1.6468E-03  2.9156E-05
  1.8473E+00  5.7390E-01  4.2201E-05  5.1519E-04 -4.7438E-01  9.0689E-03  8.4144E-04  1.9949E-03  1.2898E-03  1.6854E-05  8.0048E-06  1.4694E-02  9.9767E-03  1.5943E-03  3.1053E-05
  1.8611E+00  5.5912E-01  3.7396E-05  4.7803E-04 -4.9252E-01  9.7696E-03  7.5365E-04  1.9524E-03  1.2701E-03  1.5840E-05  8.1872E-06  1.4872E-02  1.0568E-02  1.5315E-03  3.0519E-05
  1.8740E+00  5.4267E-01  3.2321E-05  4.3872E-04 -5.1212E-01  1.0469E-02  6.6357E-04  1.8958E-03  1.2391E-03  1.6947E-05  8.1359E-06  1.4968E-02  1.1122E-02  1.4571E-03  3.1369E-05
  1.8861E+00  5.2430E-01  2.7441E-05  4.0952E-04 -5.3334E-01  1.1133E-02  5.7356E-04  1.8249E-03  1.1953E-03  2.0576E-05  7.8041E-06  1.4942E-02  1.1601E-02  1.3696E-03  3.4055E-05
  1.8974E+00  5.0376E-01  2.3058E-05  3.8885E-04 -5.5632E-01  1.1711E-02  4.8600E-04  1.7406E-03  1.1374E-03  2.4045E-05  7.0121E-06  1.4757E-02  1.1957E-02  1.2681E-03  3.5761E-05
  1.9079E+00  4.8084E-01  1.9323E-05  3.6719E-04 -5.8114E-01  1.2144E-02  4.0311E-04  1.6437E-03  1.0647E-03  2.5356E-05  5.7879E-06  1.4373E-02  1.2138E-02  1.1529E-03  3.4314E-05
  1.9178E+00  4.5536E-01  1.6210E-05  3.3820E-04 -6.0783E-01  1.2368E-02  3.2678E-04  1.5352E-03  9.7670E-04  2.3663E-05  4.3664E-06  1.3760E-02  1.2091E-02  1.0252E-03  2.9245E-05
  1.9270E+00  4.2725E-01  1.3601E-05  3.0165E-04 -6.3630E-01  1.2317E-02  2.5835E-04  1.4168E-03  8.7412E-04  1.8790E-05  3.0021E-06  1.2898E-02  1.1770E-02  8.8759E-04  2.0909E-05
  1.9355E+00  3.9651E-01  1.1375E-05  2.6128E-04 -6.6638E-01  1.1939E-02  1.9862E-04  1.2908E-03  7.5888E-04  1.1725E-05  1.8973E-06  1.1787E-02  1.1146E-02  7.4431E-04  1.0733E-05
  1.9435E+00  3.6331E-01  9.4243E-06  2.2197E-04 -6.9778E-01  1.1201E-02  1.4791E-04  1.1595E-03  6.3472E-04  4.3740E-06  1.1374E-06  1.0454E-02  1.0216E-02  6.0088E-04  1.1529E-06
  1.9509E+00  3.2799E-01  7.6625E-06  1.8715E-04 -7.3009E-01  1.0109E-02  1.0609E-04  1.0254E-03  5.0735E-04 -1.4346E-06  6.8394E-07  8.9523E-03  9.0092E-03  4.6364E-04 -5.6899E-06
  1.9579E+00  2.9107E-01  6.0438E-06  1.5782E-04 -7.6284E-01  8.7161E-03  7.2718E-05  8.9005E-04  3.8389E-04 -4.8028E-06  4.3702E-07  7.3603E-03  7.5971E-03  3.3897E-04 -9.0333E-06
  1.9643E+00  2.5320E-01  4.5685E-06  1.3312E-04 -7.9550E-01  7.1227E-03  4.7116E-05  7.5452E-04  2.7182E-04 -5.9059E-06  3.0011E-07  5.7723E-03  6.0814E-03  2.3232E-04 -9.4583E-06
  1.9703E+00  2.1511E-01  3.2727E-06  1.1157E-04 -8.2755E-01  5.4660E-03  2.8408E-05  6.1953E-04  1.7752E-04 -5.5106E-06  2.1128E-07  4.2837E-03  4.5816E-03  1.4725E-04 -8.1496E-06
  1.9758E+00  1.7753E-01  2.1999E-06  9.1865E-05 -8.5854E-01  3.8936E-03  1.5572E-05  4.8623E-04  1.0489E-04 -4.4016E-06  1.4310E-07  2.9753E-03  3.2122E-03  8.4722E-05 -6.1780E-06
  1.9810E+00  1.4110E-01  1.3705E-06  7.3249E-05 -8.8811E-01  2.5315E-03  7.4821E-06  3.5719E-04  5.4523E-05 -3.1040E-06  8.8388E-08  1.9015E-03  2.0610E-03  4.3045E-05 -4.2005E-06
  1.9858E+00  1.0630E-01  7.7190E-07  5.5439E-05 -9.1602E-01  1.4590E-03  2.9615E-06  2.3710E-04  2.3795E-05 -1.9047E-06  4.6949E-08  1.0844E-03  1.1746E-03  1.8433E-05 -2.5234E-06
  1.9902E+00  7.3435E-02  3.7129E-07  3.8431E-05 -9.4216E-01  7.0036E-04  8.5787E-07  1.3287E-04  7.9575E-06 -9.5941E-07  1.9333E-08  5.1728E-04  5.5827E-04  6.0688E-06 -1.2631E-06
  1.9943E+00  4.2631E-02  1.3261E-07  2.2335E-05 -9.6651E-01  2.3636E-04  1.3910E-07  5.3047E-05  1.6317E-06 -3.3629E-07  4.8629E-09  1.7369E-04  1.8645E-04  1.2281E-06 -4.4499E-07
  1.9982E+00  1.3892E-02  2.4740E-08  7.2647E-06 -9.8912E-01  2.5206E-05  6.3676E-09  7.1389E-06  9.5279E-08 -3.7012E-08  3.0625E-10  1.8329E-05  1.9539E-05  7.2332E-08 -4.9923E-08
